E,109,0,169
E,369,0,168
E,699,0,167
E,193,0,166
E,692,0,165
E,556,0,164
E,222,0,163
E,332,0,163
E,433,0,162
E,565,0,161
E,134,0,160
E,366,0,159
E,732,0,158
E,207,0,157
E,148,0,157
E,594,0,156
E,456,0,155
E,705,0,154
E,383,0,153
E,677,0,153
E,265,0,152
E,233,0,151
E,109,0,150
E,222,0,150
S,800,287,30000
S,800,100,15000
S,800,171,10000
S,800,386,7500
S,0,296,6000
S,0,176,5000
S,800,341,4285
S,800,381,3750
S,0,3,3333
S,0,471,3000
S,0,305,2727
S,800,351,2500
S,800,306,2307
S,800,374,2142
S,0,194,2000
S,0,158,1875
S,0,57,1764
S,0,198,1666
S,0,76,1578
S,800,336,1500
S,800,21,1428
S,0,480,1363
S,0,444,1304
S,800,28,1250
S,800,337,1200
S,0,43,1153
S,800,64,1111
S,800,170,1071
S,0,105,1034
S,0,200,1000
S,800,203,967
S,800,84,937
S,0,430,909
S,800,245,882
S,800,183,857
S,800,355,833
S,0,434,810
S,800,430,789
S,800,278,769
S,800,117,750
S,0,114,731
S,800,212,714
S,800,310,697
S,0,123,681
S,0,465,666
S,0,26,652
S,0,114,638
S,800,299,625
S,800,277,612
S,0,166,600
S,0,156,588
S,0,80,576
S,800,91,566
S,800,379,555
S,0,246,545
S,0,371,535
S,800,264,526
S,0,83,517
S,0,184,508
S,0,148,500
S,0,465,491
S,800,285,483
S,800,425,476
S,0,204,468
S,0,316,461
S,0,275,454
S,800,332,447
S,800,489,441
S,800,282,434
S,0,429,428
S,800,335,422
S,800,353,416
S,0,118,410
S,0,114,405
S,0,409,400
S,0,232,394
S,0,439,389
S,0,274,384
S,800,133,379
S,0,338,375
S,800,331,370
S,800,425,365
S,0,216,361
S,800,203,357
S,0,38,352
S,0,263,348
S,800,321,344
S,800,383,340
S,0,468,337
S,800,276,333
S,800,3,329
S,800,377,326
S,800,461,322
S,0,64,319
S,800,335,315
S,0,47,312
S,800,325,309
S,800,76,306
S,0,128,303
S,0,264,300
S,800,71,297
S,0,69,294
S,800,97,291
S,800,443,288
S,800,272,285
S,0,154,283
S,800,484,280
S,0,274,277
S,800,346,275
S,0,427,272
S,800,134,270
S,0,100,267
S,0,210,265
S,0,232,263
S,800,233,260
S,0,498,258
S,800,424,256
S,800,237,254
S,800,186,252
S,0,24,250
S,0,19,247
S,800,136,245
S,0,485,243
S,800,436,241
S,0,284,240
S,800,5,238
S,0,109,236
S,0,366,234
S,0,264,232
S,0,84,230
S,0,182,229
S,0,325,227
S,800,238,225
S,0,11,223
S,800,451,222
S,0,277,220
S,0,459,218
S,800,270,217
S,800,114,215
S,0,273,214
S,800,201,212
S,800,435,211
S,800,346,209
S,800,29,208
S,0,21,206
S,0,369,205
S,0,234,204
S,800,370,202
S,0,87,201
S,0,249,200
S,800,130,198
S,800,341,197
S,0,308,196
S,800,14,194
S,800,391,193
S,0,323,192
S,0,132,191
S,800,75,189
S,0,13,188
S,0,408,187
S,0,156,186
S,0,364,185
S,800,43,184
S,0,35,182
S,800,12,181
S,0,466,180
S,0,427,179
S,800,158,178
S,0,240,177
S,0,471,176
S,800,392,175
S,800,492,174
S,0,370,173
S,800,150,172
S,0,101,171
S,800,203,170
S,800,149,169
S,800,66,168
S,800,27,167
S,800,213,166
S,0,358,165
S,0,456,164
S,0,289,163
S,0,361,163
S,800,232,162
S,0,222,161
S,0,442,160
S,800,165,159
S,800,240,158
S,0,211,157
S,800,419,157
S,800,3,156
S,800,107,155
S,800,178,154
S,0,476,153
S,800,475,153
S,0,370,152
S,800,297,151
S,800,46,150
S,800,287,150
